"ID","Name","SystemID"
60002155,"Gare V - Moon 10 - Ishukone Corporation Factory",30003805
60002152,"Alperaute VII - Moon 4 - Ishukone Corporation Factory",30003800
60002149,"Aunsou I - Ishukone Corporation Factory",30003801
60010567,"Ranni IX - Moon 10 - Impetus Development Studio",30005085
60002146,"Eygfe VII - Moon 9 - Ishukone Corporation Factory",30003392
60010564,"Enal X - Impetus Development Studio",30005082
60002143,"Vilur VI - Moon 2 - Ishukone Corporation Factory",30003390
60010561,"Mabnen VII - Moon 5 - Impetus Development Studio",30002190
60002140,"Altrinur XIII - Moon 3 - Ishukone Corporation Factory",30003389
60010504,"Taru IV - Moon 1 - Impetus Development Studio",30001703
60002083,"Nehkiah IV - Moon 12 - Ishukone Corporation Factory",30001695
60010501,"Nebian VIII - Moon 2 - Impetus Development Studio",30005031
60002080,"Gaknem IV - Moon 5 - Ishukone Corporation Factory",30001698
60010498,"Bridi III - Moon 2 - Impetus Publisher",30005034
60002077,"Iro IX - Moon 6 - Ishukone Corporation Warehouse",30001696
60010495,"Goram III - Moon 2 - Impetus Development Studio",30001646
60002074,"Korama III - Moon 8 - Ishukone Corporation Factory",30001394
60010492,"Tividu V - Moon 7 - Impetus Development Studio",30001644
60002071,"Korama V - Moon 20 - Ishukone Corporation Factory",30001394
60010489,"Bille IX - Moon 3 - Impetus Development Studio",30003040
60002068,"Korama III - Moon 10 - Ishukone Corporation Factory",30001394
60010486,"Atlanins III - Impetus Publisher",30003038
60002065,"Malkalen V - Moon 1 - Ishukone Corporation Factory",30001393
60002062,"Jakanerva V - Moon 10 - Echelon Entertainment Development Studio",30000148
60002059,"Jakanerva V - Moon 1 - Echelon Entertainment Development Studio",30000148
60010477,"Orfrold VII - Moon 8 - Poteque Pharmaceuticals Biotech Production",30002098
60002056,"Uesuro II - Echelon Entertainment Development Studio",30001432
60010474,"Klogori III - Poteque Pharmaceuticals Biotech Production",30002097
60002053,"Endatoh V - Echelon Entertainment Development Studio",30001430
60010471,"Covryn VII - Moon 2 - Poteque Pharmaceuticals Biotech Production",30003795
60002050,"Hirtamon IV - Moon 1 - Echelon Entertainment Development Studio",30000133
60010468,"Iges VI - Moon 3 - Poteque Pharmaceuticals Biotech Production",30003796
60002047,"Hirtamon VII - Moon 2 - Echelon Entertainment Development Studio",30000133
60010465,"Nare IV - Moon 6 - Poteque Pharmaceuticals Biotech Production",30005054
60010462,"Imih III - Moon 8 - Poteque Pharmaceuticals Biotech Research Center",30005053
60002278,"Soshin VII - Moon 1 - Lai Dai Corporation Factory",30000175
60010459,"Otosela V - Moon 7 - Poteque Pharmaceuticals Biotech Production",30000196
60002038,"Vellaine V - Moon 4 - Echelon Entertainment Development Studio",30001380
60010456,"Otosela VII - Moon 4 - Poteque Pharmaceuticals Biotech Production",30000196
60002035,"Autaris VIII - Moon 12 - Echelon Entertainment Development Studio",30001384
60010453,"Audaerne X - Moon 3 - Poteque Pharmaceuticals Biotech Production",30002684
60010450,"Augnais VI - Moon 1 - Poteque Pharmaceuticals Biotech Production",30002680
60010447,"Attyn V - Moon 13 - Poteque Pharmaceuticals Biotech Production",30005004
60010444,"Lisbaetanne I - Moon 1 - Poteque Pharmaceuticals Biotech Production",30005007
60002020,"Tsukuras II - Echelon Entertainment Development Studio",30001412
60002017,"Autama V - Moon 5 - Echelon Entertainment Development Studio",30001411
60010435,"Reset VII - Moon 11 - Poteque Pharmaceuticals Biotech Research Center",30003391
60002014,"Isikemi IV - Moon 2 - Echelon Entertainment Development Studio",30001365
60010432,"Reset V - Moon 14 - Poteque Pharmaceuticals Biotech Production",30003391
60002011,"Uosusuokko III - Moon 1 - Echelon Entertainment Publisher",30001366
60010429,"Galnafsad VI - Moon 18 - Poteque Pharmaceuticals Biotech Production",30005273
60002008,"Aunenen II - Echelon Entertainment Development Studio",30001398
60010426,"Simela VI - Moon 2 - Poteque Pharmaceuticals Biotech Research Center",30005269
60002005,"Passari VI - Echelon Entertainment Development Studio",30001402
60010423,"Nahol X - Moon 1 - Poteque Pharmaceuticals Biotech Production",30005069
60010420,"Latari X - Moon 4 - Poteque Pharmaceuticals Biotech Research Center",30005075
60001999,"Hakisalki VIII - Moon 14 - Nugoeihuvi Corporation Development Studio",30002077
60010417,"Floseswin VI - Moon 2 - Poteque Pharmaceuticals Biotech Production",30002082
60001996,"Hakisalki VIII - Moon 1 - Nugoeihuvi Corporation Development Studio",30002077
60010414,"Floseswin VII - Moon 5 - Poteque Pharmaceuticals Biotech Production",30002082
60001993,"Arifsdald III - Moon 10 - Nugoeihuvi Corporation Development Studio",30002080
60010411,"Gulmorogod VII - Moon 16 - Poteque Pharmaceuticals Biotech Research Center",30002517
60001990,"Cat VI - Moon 4 - Nugoeihuvi Corporation Development Studio",30005026
60010408,"Lulm V - Moon 10 - Poteque Pharmaceuticals Biotech Production",30002516
60001987,"Cat VII - Moon 3 - Nugoeihuvi Corporation Development Studio",30005026
60010405,"Abath V - Moon 2 - Poteque Pharmaceuticals Biotech Production",30005062
60001984,"Derririntel V - Moon 15 - Nugoeihuvi Corporation Publisher",30005025
60010402,"Arzi X - Moon 1 - Poteque Pharmaceuticals Biotech Production",30005065
60001981,"Cat VI - Moon 12 - Nugoeihuvi Corporation Development Studio",30005026
60010399,"Tourier I - Poteque Pharmaceuticals Biotech Production",30005301
60001978,"Tadadan VI - Nugoeihuvi Corporation Development Studio",30005070
60010396,"Alentene VI - Moon 16 - Poteque Pharmaceuticals Biotech Research Center",30005304
60001975,"Nahol VII - Moon 8 - Nugoeihuvi Corporation Development Studio",30005069
60001972,"Tadadan V - Moon 1 - Nugoeihuvi Corporation Development Studio",30005070
60001969,"Gademam VI - Moon 5 - Nugoeihuvi Corporation Development Studio",30005072
60010387,"Iyen-Oursta III - Roden Shipyards Factory",30002642
60001966,"Shokal VIII - Nugoeihuvi Corporation Development Studio",30005076
60010384,"Faurent VII - Moon 4 - Roden Shipyards Factory",30002643
60001963,"Keproh VIII - Moon 4 - Nugoeihuvi Corporation Development Studio",30005078
60010381,"Carrou IV - Moon 13 - Roden Shipyards Factory",30002645
60001960,"Rannoze V - Moon 16 - Nugoeihuvi Corporation Development Studio",30005080
60010378,"Ane IV - Moon 3 - Roden Shipyards Warehouse",30005022
60001957,"Keproh VI - Moon 5 - Nugoeihuvi Corporation Publisher",30005078
60010375,"Aporulie VI - Moon 7 - Roden Shipyards Factory",30005019
60001954,"Scolluzer VIII - Moon 10 - Nugoeihuvi Corporation Publisher",30005322
60010372,"Seyllin VI - Moon 3 - Roden Shipyards Factory",30005020
60001951,"Scolluzer XI - Moon 4 - Nugoeihuvi Corporation Development Studio",30005322
60010369,"Melmaniel VII - Moon 8 - Roden Shipyards Factory",30005296
60001948,"Reblier VIII - Moon 10 - Nugoeihuvi Corporation Development Studio",30005328
60010366,"Loes III - Roden Shipyards Factory",30005300
60001945,"Claulenne IV - Moon 14 - Nugoeihuvi Corporation Publisher",30005324
60010363,"Loes V - Moon 19 - Roden Shipyards Warehouse",30005300
60001942,"Tollus VIII - Nugoeihuvi Corporation Publisher",30003436
60001939,"Polstodur VI - Nugoeihuvi Corporation Development Studio",30003434
60001936,"Tollus X - Moon 5 - Nugoeihuvi Corporation Development Studio",30003436
60001933,"Tollus VIII - Moon 3 - Nugoeihuvi Corporation Development Studio",30003436
60010351,"Jel I - Roden Shipyards Warehouse",30002692
60001930,"Ansalle V - Moon 2 - Nugoeihuvi Corporation Development Studio",30005309
60010348,"Jel VIII - Moon 12 - Roden Shipyards Factory",30002692
60001927,"Ellmay IX - Moon 2 - Nugoeihuvi Corporation Development Studio",30005313
60010345,"Egghelende VII - Moon 22 - Roden Shipyards Factory",30002693
60001924,"Scheenins III - Moon 3 - Nugoeihuvi Corporation Development Studio",30005310
60010342,"Scheenins II - Moon 2 - Roden Shipyards Factory",30005310
60001921,"Scheenins III - Moon 7 - Nugoeihuvi Corporation Development Studio",30005310
60010339,"Jufvitte VI - Moon 4 - Roden Shipyards Factory",30005308
60001918,"Kulu I - Nugoeihuvi Corporation Development Studio",30005050
60010336,"Gisleres IV - Moon 6 - Roden Shipyards Warehouse",30005312
60001915,"Choga II - Moon 1 - Nugoeihuvi Corporation Development Studio",30005051
60010333,"Vlillirier VII - Roden Shipyards Factory",30003836
60001912,"Kulu IX - Moon 2 - Nugoeihuvi Corporation Development Studio",30005050
60010330,"Vlillirier VI - Moon 1 - Roden Shipyards Factory",30003836
60001909,"Kulu X - Moon 9 - Nugoeihuvi Corporation Development Studio",30005050
60010327,"Vlillirier IV - Roden Shipyards Factory",30003836
60001906,"Taru VI - Moon 1 - Nugoeihuvi Corporation Development Studio",30001703
60010324,"Rancer IV - Moon 18 - Roden Shipyards Factory",30002718
60001903,"Taru IX - Moon 17 - Nugoeihuvi Corporation Publisher",30001703
60010321,"Rancer VII - Moon 17 - Roden Shipyards Warehouse",30002718
60001900,"Taru X - Moon 7 - Nugoeihuvi Corporation Development Studio",30001703
60010318,"Miroitem I - Roden Shipyards Factory",30002719
60001897,"Azhgabid III - Moon 5 - Nugoeihuvi Corporation Development Studio",30001705
60010315,"Bereye III - Moon 1 - Roden Shipyards Factory",30003014
60010312,"Junsoraert XI - Moon 9 - Roden Shipyards Factory",30003016
60010309,"Halle VII - Moon 1 - Roden Shipyards Factory",30003010
60010306,"Alenia V - Moon 12 - Roden Shipyards Factory",30005302
60010303,"Alenia V - Moon 4 - Roden Shipyards Factory",30005302
60001882,"Friggi VIII - Moon 20 - Nugoeihuvi Corporation Publisher",30000168
60010300,"Alentene VI - Moon 6 - Roden Shipyards Warehouse",30005304
60006733,"Atoosh VII - Moon 2 - Zoar and Sons Factory",30001678
60001879,"Sakkikainen VI - Moon 1 - Nugoeihuvi Corporation Publisher",30000167
60010297,"Onga X - Moon 11 - CreoDron Warehouse",30002568
60001876,"Ihakana VIII - Moon 6 - Nugoeihuvi Corporation Development Studio",30000169
60010294,"Osaumuni VII - Moon 16 - CreoDron Factory",30002569
60001873,"Ishisomo IV - Nugoeihuvi Corporation Development Studio",30000165
60010291,"Onga VI - CreoDron Factory",30002568
60001870,"Eglennaert I - Moon 11 - Nugoeihuvi Corporation Development Studio",30002660
60010288,"Oremmulf IX - Moon 6 - CreoDron Factory",30002571
60001867,"Dodixie VIII - Moon 3 - Nugoeihuvi Corporation Development Studio",30002659
60001864,"Dodixie IX - Moon 9 - Nugoeihuvi Corporation Development Studio",30002659
60001861,"Eglennaert I - Moon 17 - Nugoeihuvi Corporation Development Studio",30002660
60001858,"Iges IV - Nugoeihuvi Corporation Development Studio",30003796
60001855,"Uphallant IV - Moon 1 - Nugoeihuvi Corporation Development Studio",30003799
60001852,"Iges VII - Nugoeihuvi Corporation Development Studio",30003796
60001849,"Uphallant III - Moon 4 - Nugoeihuvi Corporation Development Studio",30003799
60001846,"Trer VIII - Moon 7 - Nugoeihuvi Corporation Development Studio",30002562
60001843,"Trer VIII - Moon 11 - Nugoeihuvi Corporation Development Studio",30002562
60010261,"Azer III - Moon 6 - CreoDron Factory",30003018
60001840,"Trer VII - Moon 9 - Nugoeihuvi Corporation Development Studio",30002562
60010258,"Harerget VIII - Moon 1 - CreoDron Factory",30003017
60001837,"Klir VI - Moon 4 - Nugoeihuvi Corporation Development Studio",30002566
60010255,"Azer VI - Moon 1 - CreoDron Warehouse",30003018
60001834,"Josameto VIII - Moon 1 - Nugoeihuvi Corporation Development Studio",30000156
60010252,"Harerget V - Moon 1 - CreoDron Factory",30003017
60001831,"Poinen IV - Moon 13 - Nugoeihuvi Corporation Development Studio",30000153
60010249,"Bika VII - Moon 1 - CreoDron Factory",30002252
60001828,"Josameto IV - Moon 1 - Nugoeihuvi Corporation Development Studio",30000156
60010246,"Bika V - Moon 1 - CreoDron Warehouse",30002252
60001825,"Josameto VIII - Nugoeihuvi Corporation Publisher",30000156
60010243,"Bika VIII - Moon 11 - CreoDron Warehouse",30002252
60010240,"Bika III - CreoDron Factory",30002252
60001816,"Pakkonen IV - Moon 11 - Zainou Biotech Research Center",30001390
60001813,"Piekura VIII - Moon 15 - Zainou Biotech Production",30001391
60001810,"Hirtamon VII - Moon 6 - Zainou Biotech Production",30000133
60001807,"Hirtamon VII - Moon 5 - Zainou Biotech Production",30000133
60010225,"Ardallabier III - Moon 14 - CreoDron Factory",30003030
60001804,"Maila VI - Moon 1 - Zainou Biotech Production",30000162
60010222,"Jaschercis IV - Moon 2 - CreoDron Factory",30003029
60001801,"Maila IV - Zainou Biotech Production",30000162
60010219,"Marosier IV - Moon 2 - CreoDron Factory",30003024
60001798,"Otosela V - Moon 13 - Zainou Biotech Production",30000196
60010216,"Lirsautton I - CreoDron Factory",30003025
60001795,"Uemon VIII - Moon 10 - Zainou Biotech Production",30000197
60010213,"Noghere VIII - Moon 18 - CreoDron Warehouse",30005018
60010210,"Noghere VII - Moon 15 - CreoDron Warehouse",30005018
60010207,"Yona VI - Moon 5 - CreoDron Factory",30005017
60001786,"Wuos VI - Zainou Biotech Research Center",30000187
60010204,"Seyllin VIII - Moon 14 - CreoDron Warehouse",30005020
60001783,"Korsiki III - Moon 15 - Zainou Biotech Production",30000181
60010201,"Messoya VIII - Moon 6 - CreoDron Factory",30000164
60001780,"Semiki IV - Zainou Biohazard Containment Facility",30001359
60010198,"Akora IX - Moon 19 - CreoDron Factory",30000163
60001777,"Aurohunen III - Zainou Biotech Production",30001361
60010195,"Ikami X - CreoDron Factory",30000159
60010192,"Reisen VI - CreoDron Factory",30000160
60010189,"Hegfunden VIII - Moon 26 - CreoDron Factory",30002418
60001768,"Ylandoki II - Zainou Biotech Production",30001395
60010186,"Hegfunden VIII - Moon 14 - CreoDron Factory",30002418
60001765,"Isseras IV - Zainou Biotech Production",30001397
60010183,"Klingt IX - Moon 11 - CreoDron Factory",30002414
60010180,"Weld IV - Moon 4 - CreoDron Factory",30002415
60010177,"Gultratren V - Moon 22 - CreoDron Factory",30002560
60010174,"Ingunn V - Moon 21 - CreoDron Factory",30002559
60010171,"Endrulf IV - Moon 1 - CreoDron Warehouse",30002558
60010168,"Endrulf VIII - Moon 1 - CreoDron Warehouse",30002558
60010165,"Atlulle III - CreoDron Factory",30005010
60010162,"Atlulle VIII - Moon 6 - CreoDron Factory",30005010
60010159,"Allebin VIII - Moon 4 - CreoDron Factory",30005009
60001738,"Otalieto VII - Moon 2 - Caldari Steel Warehouse",30001421
60010156,"Droselory VI - Moon 17 - CreoDron Warehouse",30005011
60001735,"Jotenen IV - Caldari Steel Warehouse",30001423
60010153,"Josekorn X - Moon 1 - CreoDron Factory",30003447
60001732,"Iitanmadan VIII - Moon 1 - Caldari Steel Factory",30001422
60010150,"Josekorn VIII - CreoDron Factory",30003447
60006649,"Danyana III - Moon 4 - Zoar and Sons Factory",30005044
60001729,"Jotenen II - Caldari Steel Warehouse",30001423
60010147,"Hakeri XI - Moon 5 - CreoDron Factory",30003449
60001726,"Hageken VII - Moon 5 - Caldari Steel Factory",30001367
60010144,"Josekorn IV - CreoDron Factory",30003447
60001723,"Hageken IV - Caldari Steel Factory",30001367
60010141,"Warouh VII - Moon 1 - CreoDron Factory",30003553
60001720,"Veisto V - Moon 15 - Caldari Steel Factory",30001362
60010138,"Bittanshal VII - Moon 9 - CreoDron Factory",30003555
60001717,"Veisto V - Caldari Steel Factory",30001362
60010135,"Arton II - CreoDron Factory",30003556
60001714,"Jan IV - Caldari Steel Warehouse",30001385
60010132,"Jambu VI - Moon 3 - CreoDron Factory",30003554
60001711,"Vellaine VI - Moon 8 - Caldari Steel Warehouse",30001380
60010129,"Aydoteaux II - CreoDron Factory",30003055
60001708,"Vaajaita III - Caldari Steel Factory",30001383
60010126,"Avele V - Moon 11 - CreoDron Warehouse",30003053
60001705,"Autaris VII - Moon 2 - Caldari Steel Factory",30001384
60010123,"Aydoteaux VIII - Moon 12 - CreoDron Warehouse",30003055
60010120,"Carirgnottin VIII - CreoDron Factory",30003048
60010099,"Arbaz VI - Moon 8 - Quafe Company Warehouse",30003487
60001678,"Anin IX - Moon 12 - Caldari Steel Factory",30001439
60010096,"Khopa X - Moon 4 - Quafe Company Warehouse",30003490
60001675,"Anin IX - Moon 16 - Caldari Steel Factory",30001439
60010093,"Penirgman IX - Moon 6 - Quafe Company Factory",30003488
60001672,"Tamo VI - Moon 15 - Caldari Steel Factory",30001437
60010090,"Penirgman IX - Quafe Company Factory",30003488
60001669,"Nannaras VIII - Moon 1 - Caldari Steel Factory",30001438
60010087,"Penirgman IX - Moon 13 - Quafe Company Factory",30003488
60001666,"Sarekuwa III - Moon 6 - Caldari Steel Warehouse",30001377
60010084,"Penirgman IX - Moon 2 - Quafe Company Factory",30003488
60001663,"Iidoken VIII - Caldari Steel Factory",30001374
60010081,"Olfeim V - Moon 1 - Quafe Company Warehouse",30002515
60001660,"Nourvukaiken IV - Moon 2 - Caldari Steel Factory",30001376
60010078,"Alakgur VIII - Moon 2 - Quafe Company Warehouse",30002512
60001657,"Tsuguwa III - Moon 10 - Caldari Steel Factory",30001375
60010075,"Lulm III - Quafe Company Factory",30002516
60001654,"Jakanerva IV - Moon 17 - Caldari Steel Factory",30000148
60010072,"Dammalin VII - Moon 5 - Quafe Company Factory",30002513
60004585,"Hrokkur VI - Moon 9 - Vherokior Tribe Academy",30002391
60001651,"Jakanerva V - Moon 15 - Caldari Steel Factory",30000148
60010069,"Bosboger VIII - Moon 2 - Quafe Company Factory",30002514
60001648,"Jakanerva II - Moon 4 - Caldari Steel Factory",30000148
60010066,"Dammalin I - Quafe Company Factory",30002513
60001645,"Abagawa IX - Moon 1 - Caldari Steel Factory",30000147
60010063,"Emolgranlan V - Moon 3 - Quafe Company Warehouse",30002548
60001642,"Saisio VIII - Moon 4 - Perkone Factory",30000146
60010060,"Lustrevik VII - Moon 14 - Quafe Company Warehouse",30002545
60001639,"Hurtoken III - Moon 1 - Perkone Warehouse",30000150
60010057,"Eystur IV - Quafe Company Factory",30002543
60001636,"Hurtoken IV - Moon 7 - Perkone Warehouse",30000150
60010054,"Lustrevik III - Moon 2 - Quafe Company Warehouse",30002545
60001633,"Uoyonen IX - Perkone Warehouse",30000151
60010051,"Pator V (Vakir) - Moon 1 - Quafe Company Factory",30002544
60001630,"Tasti VI - Moon 2 - Perkone Factory",30000195
60010048,"Eystur III - Moon 2 - Quafe Company Factory",30002543
60001627,"Tasti VI - Moon 16 - Perkone Factory",30000195
60001624,"Uemon VIII - Moon 3 - Perkone Factory",30000197
60001621,"Tasti IX - Moon 10 - Perkone Factory",30000195
60001594,"Hentogaira II - Perkone Factory",30000188
60001591,"Hentogaira I - Moon 16 - Perkone Factory",30000188
60010009,"Habu V - Quafe Company Retail Center",30005250
60001588,"Vouskiaho V - Moon 9 - Perkone Factory",30000193
60010006,"Chiga I - Moon 2 - Quafe Company Warehouse",30005253
60001585,"Vasala V - Moon 3 - Perkone Factory",30000190
60010003,"Abhan VIII - Moon 1 - Quafe Company Warehouse",30005254
60001582,"Korama IV - Moon 17 - Perkone Warehouse",30001394
60010000,"Asanot VI - Moon 17 - Quafe Company Factory",30005251
60001579,"Isseras VII - Moon 6 - Perkone Factory",30001397
60009997,"Anzalaisio V - Moon 10 - Quafe Company Factory",30005252
60001576,"Korama II - Moon 7 - Perkone Warehouse",30001394
60009994,"Habu VIII - Moon 1 - Quafe Company Factory",30005250
60001573,"Isseras VII - Moon 13 - Perkone Factory",30001397
60009991,"Ahkour IX - Moon 18 - Quafe Company Warehouse",30001697
60009988,"Nehkiah II - Quafe Company Retail Center",30001695
60009985,"Nehkiah IV - Moon 7 - Quafe Company Factory",30001695
60009982,"Iro XI - Quafe Company Factory",30001696
60009979,"Nehkiah IV - Moon 14 - Quafe Company Factory",30001695
60001558,"Kirras II - Perkone Factory",30001410
60009976,"Iro IX - Moon 2 - Quafe Company Factory",30001696
60001555,"Ajanen VIII - Moon 2 - Perkone Factory",30001414
60009973,"Trer VII - Quafe Company Warehouse",30002562
60001552,"Tsukuras VII - Moon 9 - Perkone Factory",30001412
60009970,"Klir V - Moon 7 - Quafe Company Warehouse",30002566
60001549,"Kirras VII - Moon 10 - Perkone Factory",30001410
60009967,"Klir V - Moon 11 - Quafe Company Factory",30002566
60001546,"Itamo VI - Perkone Factory",30000119
60009964,"Trer VIII - Moon 21 - Quafe Company Factory",30002562
60001543,"Itamo III - Perkone Factory",30000119
60009961,"Trer X - Moon 2 - Quafe Company Factory",30002562
60001540,"Itamo IV - Moon 1 - Perkone Factory",30000119
60009958,"Trer IV - Moon 1 - Quafe Company Warehouse",30002562
60001537,"Itamo VI - Moon 7 - Perkone Factory",30000119
60001522,"Piak III - Moon 2 - Rapid Assembly Warehouse",30001403
60001519,"Nonni V - Rapid Assembly Factory",30001401
60009937,"Old Man Star VIII - Moon 1 - Quafe Company Warehouse",30005000
60001516,"Nonni IV - Rapid Assembly Factory",30001401
60009934,"Parts V - Moon 1 - Quafe Company Warehouse",30004998
60009931,"Parts IV - Moon 5 - Quafe Company Factory",30004998
60009928,"Villore VII - Moon 8 - Quafe Company Factory",30004993
60009925,"Allamotte VI - Moon 2 - Quafe Company Warehouse",30004995
60001504,"Vuorrassi IV - Moon 1 - Rapid Assembly Factory",30001443
60009922,"Arant V - Moon 14 - Quafe Company Factory",30004994
60001501,"Oimmo V - Moon 4 - Rapid Assembly Factory",30001444
60001498,"Vuorrassi IV - Moon 10 - Rapid Assembly Factory",30001443
60001486,"Itamo VIII - Rapid Assembly Factory",30000119
60001483,"Itamo VII - Moon 3 - Rapid Assembly Factory",30000119
60009901,"Tamo VI - Moon 15 - Quafe Company Warehouse",30001437
60001480,"Mitsolen IV - Rapid Assembly Factory",30000120
60009898,"Saranen V - Moon 9 - Quafe Company Warehouse",30001442
60009895,"Karjataimon VIII - Moon 1 - Quafe Company Factory",30001440
60009892,"Saranen V - Moon 12 - Quafe Company Warehouse",30001442
60009889,"Tamo IX - Quafe Company Factory",30001437
60001468,"Isanamo XIV - Moon 21 - Rapid Assembly Factory",30001389
60009886,"Tamo VI - Moon 10 - Quafe Company Factory",30001437
60001465,"Piekura VIII - Moon 15 - Rapid Assembly Factory",30001391
60009883,"Teshi I - Quafe Company Retail Center",30003507
60001462,"Isanamo XIV - Moon 19 - Rapid Assembly Factory",30001389
60009880,"Somouh VII - Moon 11 - Quafe Company Retail Center",30003511
60009877,"Abaim V - Quafe Company Factory",30003512
60009874,"Gosalav VII - Moon 1 - Quafe Company Factory",30003509
60009871,"Gosalav VI - Moon 1 - Quafe Company Factory",30003509
60009868,"Sorzielang VII - Moon 17 - Quafe Company Factory",30003510
60009865,"Blameston IV - Moon 12 - Quafe Company Retail Center",30003026
60009862,"Marosier VIII - Moon 7 - Quafe Company Retail Center",30003024
60009859,"Vaurent II - Quafe Company Factory",30003027
60009856,"Ardallabier VII - Moon 3 - Quafe Company Warehouse",30003030
60009853,"Jaschercis IV - Moon 9 - Quafe Company Factory",30003029
60001432,"Airkio VII - Moon 3 - Top Down Factory",30001404
60009850,"Lirsautton VII - Quafe Company Factory",30003025
60001429,"Airkio VII - Top Down Factory",30001404
60009847,"Grispire VI - Moon 3 - Combined Harvest Food Packaging",30003808
60001426,"Umokka X - Moon 6 - Top Down Factory",30001409
60009844,"Algasienan VI - Moon 11 - Combined Harvest Food Packaging",30003811
60009841,"Vivanier VII - Moon 17 - Combined Harvest Food Packaging",30003810
60009838,"Algasienan V - Moon 18 - Combined Harvest Food Packaging",30003811
60009835,"Chardalane III - Moon 2 - Combined Harvest Plantation",30003834
60009832,"Chardalane I - Combined Harvest Plantation",30003834
60001411,"Pemene VI - Moon 2 - Wiyrkomi Corporation Factory",30004978
60009829,"Osmeden X - Moon 2 - Combined Harvest Plantation",30003831
60001408,"Caslemon VI - Moon 4 - Wiyrkomi Corporation Warehouse",30004973
60009826,"Chardalane V - Moon 2 - Combined Harvest Plantation",30003834
60001405,"Pemene VI - Moon 10 - Wiyrkomi Corporation Factory",30004978
60009823,"Ruerrotta II - Combined Harvest Plantation",30003845
60001402,"Charmerout IX - Wiyrkomi Corporation Factory",30004976
60009820,"Avaux VIII - Moon 3 - Combined Harvest Food Packaging",30003843
60001399,"Vlillirier IV - Moon 11 - Wiyrkomi Corporation Factory",30003836
60009817,"Amasiree VII - Moon 1 - Combined Harvest Plantation",30003848
60001396,"Vlillirier III - Moon 2 - Wiyrkomi Corporation Factory",30003836
60009814,"Ruerrotta IV - Moon 2 - Combined Harvest Plantation",30003845
60001393,"Vlillirier IV - Moon 13 - Wiyrkomi Corporation Warehouse",30003836
60009811,"Caslemon IX - Moon 16 - Combined Harvest Warehouse",30004973
60001390,"Vlillirier V - Moon 2 - Wiyrkomi Corporation Factory",30003836
60009808,"Mesybier VII - Combined Harvest Food Packaging",30004975
60009805,"Charmerout VII - Combined Harvest Food Packaging",30004976
60009802,"Charmerout IV - Moon 1 - Combined Harvest Food Packaging",30004976
60009799,"Arraron VII - Moon 12 - Combined Harvest Food Packaging",30005330
60009796,"Stou V - Moon 1 - Combined Harvest Warehouse",30005333
60001375,"Mannar VII - Moon 18 - Wiyrkomi Corporation Factory",30003060
60009793,"Stou IV - Moon 1 - Combined Harvest Plantation",30005333
60001372,"Groothese X - Moon 11 - Wiyrkomi Corporation Factory",30003057
60009790,"Osmomonne VI - Moon 6 - Combined Harvest Warehouse",30005332
